struct,subject,feature,family,cov,n_raters
ov,D1-007,shape_sa_vol_norm,shape,0.06785444826849875,3
ov,D1-007,shape_sphericity,shape,0.07090677744296364,3
ov,D1-007,size_area_mm2,size,0.8609053680475737,3
ov,D1-007,size_bbox_diag,size,0.34539328414291043,3
ov,D1-007,size_bbox_x,size,0.35124942162723516,3
ov,D1-007,size_bbox_y,size,0.32428454367320014,3
ov,D1-007,size_bbox_z,size,0.45953301008481945,3
ov,D1-007,size_centroid,size,0.37333326351747464,3
ov,D1-007,size_volume_mm3,size,1.1151411084844538,3
ov,D1-008,shape_aniso,shape,0.26573042846137096,2
ov,D1-008,shape_aspect_yx,shape,0.02704177431560779,2
ov,D1-008,shape_aspect_zx,shape,0.017965999628345747,2
ov,D1-008,shape_elong_21,shape,0.06879904863272428,2
ov,D1-008,shape_elong_31,shape,0.2564219340723096,2
ov,D1-008,shape_flatness,shape,0.19099229221863737,2
ov,D1-008,shape_sa_vol_norm,shape,0.019550941221821265,2
ov,D1-008,shape_sphericity,shape,0.019550941221821185,2
ov,D1-008,size_area_mm2,size,0.19225791087941854,2
ov,D1-008,size_bbox_diag,size,0.09621761316925681,2
ov,D1-008,size_bbox_x,size,0.10869752833425457,2
ov,D1-008,size_bbox_y,size,0.08189647840039546,2
ov,D1-008,size_bbox_z,size,0.09090906135306774,2
ov,D1-008,size_centroid,size,0.12323210360318307,2
ov,D1-008,size_volume_mm3,size,0.31072815893840217,2
ov,D1-009,shape_aniso,shape,0.02971567881717384,2
ov,D1-009,shape_aspect_yx,shape,0.12474463592157281,2
ov,D1-009,shape_aspect_zx,shape,0.05743677505234902,2
ov,D1-009,shape_elong_21,shape,0.1770457235916685,2
ov,D1-009,shape_elong_31,shape,0.14000395307594307,2
ov,D1-009,shape_flatness,shape,0.03798326556228966,2
ov,D1-009,shape_sa_vol_norm,shape,0.029466599409101162,2
ov,D1-009,shape_sphericity,shape,0.029466599409101412,2
ov,D1-009,size_area_mm2,size,0.32222955772914785,2
ov,D1-009,size_bbox_diag,size,0.16699549416706785,2
ov,D1-009,size_bbox_x,size,0.14382291599561675,2
ov,D1-009,size_bbox_y,size,0.26383406866862125,2
ov,D1-009,size_bbox_z,size,0.08710569710713434,2
ov,D1-009,size_centroid,size,0.14832753144317637,2
ov,D1-009,size_volume_mm3,size,0.49707385807773896,2
ov,D1-010,shape_aniso,shape,0.01971930955721546,3
ov,D1-010,shape_aspect_yx,shape,0.2721297790684123,3
ov,D1-010,shape_aspect_zx,shape,0.1833773213696443,3
ov,D1-010,shape_elong_21,shape,0.06978471067293837,3
ov,D1-010,shape_elong_31,shape,0.10885244041410486,3
ov,D1-010,shape_flatness,shape,0.18065045076734923,3
ov,D1-010,shape_sa_vol_norm,shape,0.12530477675666282,3
ov,D1-010,shape_sphericity,shape,0.11616381119283987,3
ov,D1-010,size_area_mm2,size,1.216703318243329,3
ov,D1-010,size_bbox_diag,size,0.7394022990277349,3
ov,D1-010,size_bbox_x,size,0.6349017640671988,3
ov,D1-010,size_bbox_y,size,0.8773008345206674,3
ov,D1-010,size_bbox_z,size,0.8039018130737419,3
ov,D1-010,size_centroid,size,0.7296025691817524,3
ov,D1-010,size_volume_mm3,size,1.344392079817373,3
ov,D1-017,shape_aniso,shape,0.019629048667798493,2
ov,D1-017,shape_aspect_yx,shape,0.4833860754644611,2
ov,D1-017,shape_aspect_zx,shape,0.45062661556082817,2
ov,D1-017,shape_elong_21,shape,0.1085909165146453,2
ov,D1-017,shape_elong_31,shape,0.08284052792403641,2
ov,D1-017,shape_flatness,shape,0.02598413482191619,2
ov,D1-017,shape_sa_vol_norm,shape,0.10073633262352631,2
ov,D1-017,shape_sphericity,shape,0.1007363326235263,2
ov,D1-017,size_area_mm2,size,0.23311496806154475,2
ov,D1-017,size_bbox_diag,size,0.4492100038028145,2
ov,D1-017,size_bbox_x,size,0.553340845793937,2
ov,D1-017,size_bbox_y,size,0.09549842823232554,2
ov,D1-017,size_bbox_z,size,0.13683373827942497,2
ov,D1-017,size_centroid,size,0.13238273850493287,2
ov,D1-017,size_volume_mm3,size,0.2017945929173018,2
ov,D1-018,shape_aniso,shape,0.012001082184038931,2
ov,D1-018,shape_aspect_yx,shape,0.07110197339426591,2
ov,D1-018,shape_aspect_zx,shape,0.09464843620398361,2
ov,D1-018,shape_elong_21,shape,0.4203713256868703,2
ov,D1-018,shape_elong_31,shape,0.5279983254587806,2
ov,D1-018,shape_flatness,shape,0.13833010818406455,2
ov,D1-018,shape_sa_vol_norm,shape,0.029727781398966684,2
ov,D1-018,shape_sphericity,shape,0.029727781398966757,2
ov,D1-018,size_area_mm2,size,0.25789243941828266,2
ov,D1-018,size_bbox_diag,size,0.013491127782973504,2
ov,D1-018,size_bbox_x,size,0.032962309046621015,2
ov,D1-018,size_bbox_y,size,0.0382292617033028,2
ov,D1-018,size_bbox_z,size,0.06187917974087819,2
ov,D1-018,size_centroid,size,0.06195389220110772,2
ov,D1-018,size_volume_mm3,size,0.337412078078828,2
ov,D1-019,shape_aniso,shape,0.03659600763311385,2
ov,D1-019,shape_aspect_yx,shape,0.1427704191529264,2
ov,D1-019,shape_aspect_zx,shape,0.09583102944108046,2
ov,D1-019,shape_elong_21,shape,0.17542604611869123,2
ov,D1-019,shape_elong_31,shape,0.09733820836267397,2
ov,D1-019,shape_flatness,shape,0.07944440313688343,2
ov,D1-019,shape_sa_vol_norm,shape,0.0718166530342909,2
ov,D1-019,shape_sphericity,shape,0.07181665303429087,2
ov,D1-019,size_area_mm2,size,0.029549844628646852,2
ov,D1-019,size_bbox_diag,size,0.04986365683623852,2
ov,D1-019,size_bbox_x,size,0.09638103658328005,2
ov,D1-019,size_bbox_y,size,0.04703662348866644,2
ov,D1-019,size_bbox_z,size,0.0005551345278833174,2
ov,D1-019,size_centroid,size,0.05886320832624602,2
ov,D1-019,size_volume_mm3,size,0.15108288552353036,2
ov,D1-020,shape_aniso,shape,0.0017707087172190077,2
ov,D1-020,shape_aspect_yx,shape,0.01428664040865223,2
ov,D1-020,shape_aspect_zx,shape,0.04343508793759317,2
ov,D1-020,shape_elong_21,shape,0.09939849464035926,2
ov,D1-020,shape_elong_31,shape,0.06061732188098398,2
ov,D1-020,shape_flatness,shape,0.0390162562589535,2
ov,D1-020,shape_sa_vol_norm,shape,0.05954612812044966,2
ov,D1-020,shape_sphericity,shape,0.05954612812044961,2
ov,D1-020,size_area_mm2,size,0.17596709474957148,2
ov,D1-020,size_bbox_diag,size,0.01885481836009673,2
ov,D1-020,size_bbox_x,size,0.015222656815687814,2
ov,D1-020,size_bbox_y,size,0.0009362200167490016,2
ov,D1-020,size_bbox_z,size,0.058618986029933005,2
ov,D1-020,size_centroid,size,0.011619035327574684,2
ov,D1-020,size_volume_mm3,size,0.17546696525118696,2
ov,D1-023,shape_aniso,shape,0.002580949503723493,2
ov,D1-023,shape_aspect_yx,shape,0.10181855623236799,2
ov,D1-023,shape_aspect_zx,shape,0.22658648021266597,2
ov,D1-023,shape_elong_21,shape,0.18041503921458885,2
ov,D1-023,shape_elong_31,shape,0.10606361641845394,2
ov,D1-023,shape_flatness,shape,0.281099680700026,2
ov,D1-023,shape_sa_vol_norm,shape,0.010651268801157946,2
ov,D1-023,shape_sphericity,shape,0.010651268801157942,2
ov,D1-023,size_area_mm2,size,0.07376082926079636,2
ov,D1-023,size_bbox_diag,size,0.017175977582712457,2
ov,D1-023,size_bbox_x,size,0.014447045043630487,2
ov,D1-023,size_bbox_y,size,0.11609482842243743,2
ov,D1-023,size_bbox_z,size,0.21283615540622328,2
ov,D1-023,size_centroid,size,0.0016973055536794578,2
ov,D1-023,size_volume_mm3,size,0.09458149305181515,2
ov,D1-025,shape_aniso,shape,0.10722702317051212,2
ov,D1-025,shape_aspect_yx,shape,0.06777895356222914,2
ov,D1-025,shape_aspect_zx,shape,0.03220330034657809,2
ov,D1-025,shape_elong_21,shape,0.716732841605486,2
ov,D1-025,shape_elong_31,shape,0.6756886766074567,2
ov,D1-025,shape_flatness,shape,0.07958741721472978,2
ov,D1-025,shape_sa_vol_norm,shape,0.08594878149386685,2
ov,D1-025,shape_sphericity,shape,0.08594878149386681,2
ov,D1-025,size_area_mm2,size,0.32101124278390886,2
ov,D1-025,size_bbox_diag,size,0.3360899335134483,2
ov,D1-025,size_bbox_x,size,0.3470891210710574,2
ov,D1-025,size_bbox_y,size,0.2860393394853373,2
ov,D1-025,size_bbox_z,size,0.3750997754808278,2
ov,D1-025,size_centroid,size,0.43664292100995816,2
ov,D1-025,size_volume_mm3,size,0.3539209807448864,2
ov,D1-037,shape_aniso,shape,0.0004990796566744654,2
ov,D1-037,shape_aspect_yx,shape,0.04297718381894832,2
ov,D1-037,shape_aspect_zx,shape,0.14884680545958998,2
ov,D1-037,shape_elong_21,shape,0.2724175118551342,2
ov,D1-037,shape_elong_31,shape,0.01367432721326694,2
ov,D1-037,shape_flatness,shape,0.2850300661025914,2
ov,D1-037,shape_sa_vol_norm,shape,0.03860670320205428,2
ov,D1-037,shape_sphericity,shape,0.0386067032020542,2
ov,D1-037,size_area_mm2,size,0.25700051742814745,2
ov,D1-037,size_bbox_diag,size,0.04992451520104327,2
ov,D1-037,size_bbox_x,size,0.052722716114159074,2
ov,D1-037,size_bbox_y,size,0.009767664591099267,2
ov,D1-037,size_bbox_z,size,0.2,2
ov,D1-037,size_centroid,size,0.05384759328515108,2
ov,D1-037,size_volume_mm3,size,0.3242617893345086,2
ov,D1-038,shape_aniso,shape,0.17017310878502154,2
ov,D1-038,shape_aspect_yx,shape,0.06398610180140735,2
ov,D1-038,shape_aspect_zx,shape,0.02875711895113152,2
ov,D1-038,shape_elong_21,shape,0.583515811462085,2
ov,D1-038,shape_elong_31,shape,0.7200628656744095,2
ov,D1-038,shape_flatness,shape,0.2354941950030886,2
ov,D1-038,shape_sa_vol_norm,shape,0.1677465573729217,2
ov,D1-038,shape_sphericity,shape,0.16774655737292174,2
ov,D1-038,size_area_mm2,size,0.6900187776138219,2
ov,D1-038,size_bbox_diag,size,0.5141779675316663,2
ov,D1-038,size_bbox_x,size,0.5300268841443567,2
ov,D1-038,size_bbox_y,size,0.4824011042424635,2
ov,D1-038,size_bbox_z,size,0.5090283995532365,2
ov,D1-038,size_centroid,size,0.5734549663998487,2
ov,D1-038,size_volume_mm3,size,0.7690371024734982,2
ov,D1-040,shape_aniso,shape,0.0005122971443733522,2
ov,D1-040,shape_aspect_yx,shape,0.01739688373768367,2
ov,D1-040,shape_aspect_zx,shape,0.08494505690928882,2
ov,D1-040,shape_elong_21,shape,0.10628235940142221,2
ov,D1-040,shape_elong_31,shape,0.02403922636375853,2
ov,D1-040,shape_flatness,shape,0.1299894697289552,2
ov,D1-040,shape_sa_vol_norm,shape,0.051497050904320635,2
ov,D1-040,shape_sphericity,shape,0.05149705090432065,2
ov,D1-040,size_area_mm2,size,0.0432132482325625,2
ov,D1-040,size_bbox_diag,size,0.0019654745614924984,2
ov,D1-040,size_bbox_x,size,0.00018349864446960847,2
ov,D1-040,size_bbox_y,size,0.01758032626039717,2
ov,D1-040,size_bbox_z,size,0.08476287948948777,2
ov,D1-040,size_centroid,size,0.00447095617541481,2
ov,D1-040,size_volume_mm3,size,0.012453059626274821,2
